mode,eigval
1179,8.042760e+02
1180,8.055865e+02
1181,8.070752e+02
1182,8.093424e+02
1183,8.096126e+02
1184,8.116370e+02
1185,8.137141e+02
1186,8.150666e+02
1187,8.172066e+02
1188,8.185477e+02
1189,8.194014e+02
1190,8.202229e+02
1191,8.232202e+02
1192,8.237595e+02
1193,8.258989e+02
1194,8.273867e+02
1195,8.281854e+02
1196,8.300786e+02
1197,8.325575e+02
1198,8.327545e+02
1199,8.370311e+02
1200,8.377449e+02
1201,8.390417e+02
1202,8.402057e+02
1203,8.415731e+02
1204,8.443995e+02
1205,8.449784e+02
1206,8.485976e+02
1207,8.490655e+02
1208,8.499370e+02
1209,8.515547e+02
1210,8.550978e+02
1211,8.569837e+02
1212,8.581709e+02
1213,8.588146e+02
1214,8.629196e+02
1215,8.633921e+02
1216,8.662831e+02
1217,8.686346e+02
1218,8.695011e+02
1219,8.706390e+02
1220,8.733293e+02
1221,8.745350e+02
1222,8.772693e+02
1223,8.796313e+02
1224,8.801487e+02
1225,8.835329e+02
1226,8.850180e+02
1227,8.865726e+02
1228,8.914284e+02
1229,8.925833e+02
1230,8.953027e+02
1231,8.969297e+02
1232,8.978524e+02
1233,9.011395e+02
1234,9.044600e+02
1235,9.061611e+02
1236,9.098844e+02
1237,9.133835e+02
1238,9.150763e+02
1239,9.193973e+02
1240,9.220073e+02
1241,9.234224e+02
1242,9.255449e+02
1243,9.301515e+02
1244,9.320801e+02
1245,9.349651e+02
1246,9.410628e+02
1247,9.424627e+02
1248,9.499438e+02
1249,9.506372e+02
1250,9.545013e+02
1251,9.615973e+02
1252,9.670377e+02
1253,9.764122e+02
1254,9.791404e+02
